Customer ID,Age,agr_group,Gender,Item Purchased,Category,Purchase Amount (USD),Purchase Amount in INR,Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases
854,62,Seniors ,Male,Hat,Accessories,43,3647.69,Delaware,L,Orange,Winter,4,Yes,PayPal,Free Shipping,Yes,Yes,35,Cash,Monthly
855,21,Young adults,Male,Pants,Clothing,44,3732.52,California,L,Blue,Spring,4.3,Yes,Bank Transfer,Free Shipping,Yes,Yes,22,Venmo,Monthly
856,70,Seniors ,Male,Socks,Clothing,76,6447.08,Oregon,L,Gold,Spring,3,Yes,Cash,2-Day Shipping,Yes,Yes,14,Credit Card,Quarterly
857,55,Middle-aged adults,Male,Shirt,Clothing,33,2799.39,Alaska,M,Gold,Summer,3.5,Yes,Debit Card,Express,Yes,Yes,47,Debit Card,Fortnightly
858,43,adults,Male,Shorts,Clothing,60,5089.8,Missouri,L,Cyan,Fall,3,Yes,Cash,Standard,Yes,Yes,50,Debit Card,Every 3 Months
859,19,Young adults,Male,Jacket,Outerwear,26,2205.58,Oklahoma,L,Olive,Fall,3.1,Yes,PayPal,Free Shipping,Yes,Yes,33,PayPal,Weekly
860,47,Middle-aged adults,Male,Hoodie,Clothing,73,6192.59,Wisconsin,M,Teal,Winter,4,Yes,Credit Card,Next Day Air,Yes,Yes,7,Debit Card,Monthly
861,26,Young adults,Male,Shoes,Footwear,87,7380.21,South Carolina,M,Maroon,Spring,4.1,Yes,Debit Card,Standard,Yes,Yes,3,Cash,Monthly
862,46,Middle-aged adults,Male,Skirt,Clothing,100,8483,Virginia,XL,Green,Spring,3.3,Yes,PayPal,2-Day Shipping,Yes,Yes,35,Credit Card,Every 3 Months
863,19,Young adults,Male,Coat,Outerwear,84,7125.72,Arkansas,M,Charcoal,Winter,4.9,Yes,PayPal,Standard,Yes,Yes,13,PayPal,Fortnightly
864,49,Middle-aged adults,Male,Sneakers,Footwear,41,3478.03,Vermont,M,Cyan,Summer,3.9,Yes,PayPal,Standard,Yes,Yes,42,PayPal,Fortnightly
865,51,Middle-aged adults,Male,Jeans,Clothing,59,5004.97,Kentucky,S,Charcoal,Winter,3.9,Yes,PayPal,Next Day Air,Yes,Yes,5,PayPal,Annually
866,64,Seniors ,Male,Blouse,Clothing,26,2205.58,Colorado,L,Charcoal,Winter,4.8,Yes,Bank Transfer,Store Pickup,Yes,Yes,23,Venmo,Annually
867,67,Seniors ,Male,Sunglasses,Accessories,69,5853.27,New Mexico,M,Lavender,Summer,2.7,Yes,Credit Card,Free Shipping,Yes,Yes,11,PayPal,Bi-Weekly
868,37,adults,Male,Jacket,Outerwear,20,1696.6,Colorado,M,Turquoise,Spring,3.1,Yes,Debit Card,Free Shipping,Yes,Yes,23,Bank Transfer,Fortnightly
869,40,adults,Male,Dress,Clothing,83,7040.89,North Carolina,M,Green,Summer,3.2,Yes,Credit Card,Next Day Air,Yes,Yes,2,Credit Card,Every 3 Months
870,38,adults,Male,Hat,Accessories,54,4580.82,New Hampshire,M,Silver,Spring,2.7,Yes,PayPal,2-Day Shipping,Yes,Yes,33,PayPal,Weekly
871,66,Seniors ,Male,Hoodie,Clothing,66,5598.78,West Virginia,M,Blue,Fall,2.5,Yes,Cash,Standard,Yes,Yes,6,Bank Transfer,Bi-Weekly
872,47,Middle-aged adults,Male,Handbag,Accessories,42,3562.86,Hawaii,M,Charcoal,Spring,2.6,Yes,Bank Transfer,Next Day Air,Yes,Yes,45,Debit Card,Quarterly
873,56,Middle-aged adults,Male,Jeans,Clothing,33,2799.39,North Dakota,M,Pink,Spring,2.9,Yes,Cash,Standard,Yes,Yes,25,Cash,Quarterly
874,51,Middle-aged adults,Male,Boots,Footwear,77,6531.91,Mississippi,M,Pink,Summer,4.2,Yes,PayPal,Free Shipping,Yes,Yes,24,Venmo,Quarterly
875,25,Young adults,Male,Jacket,Outerwear,65,5513.95,Maine,M,Magenta,Fall,4.4,Yes,PayPal,Free Shipping,Yes,Yes,10,Venmo,Every 3 Months
876,37,adults,Male,Sandals,Footwear,39,3308.37,North Dakota,L,Gray,Summer,4.1,Yes,Venmo,Free Shipping,Yes,Yes,7,Bank Transfer,Every 3 Months
877,41,adults,Male,Belt,Accessories,51,4326.33,Nebraska,L,Gray,Summer,3.8,Yes,Venmo,2-Day Shipping,Yes,Yes,1,Debit Card,Weekly
878,64,Seniors ,Male,Handbag,Accessories,65,5513.95,Nebraska,M,Orange,Winter,4.9,Yes,Venmo,Next Day Air,Yes,Yes,45,Venmo,Every 3 Months
879,23,Young adults,Male,Sunglasses,Accessories,89,7549.87,Tennessee,S,Black,Summer,4.9,Yes,Cash,Express,Yes,Yes,37,Debit Card,Weekly
880,62,Seniors ,Male,Skirt,Clothing,76,6447.08,Wyoming,S,Lavender,Spring,4.1,Yes,Credit Card,Free Shipping,Yes,Yes,14,PayPal,Quarterly
881,39,adults,Male,Backpack,Accessories,75,6362.25,Nevada,L,Red,Spring,3.1,Yes,Venmo,Express,Yes,Yes,25,Debit Card,Monthly
882,52,Middle-aged adults,Male,Sandals,Footwear,61,5174.63,South Carolina,M,Silver,Summer,2.7,Yes,Credit Card,Next Day Air,Yes,Yes,18,Venmo,Annually
883,50,Middle-aged adults,Male,Boots,Footwear,35,2969.05,Virginia,M,Cyan,Fall,3.8,Yes,Cash,Next Day Air,Yes,Yes,37,Cash,Every 3 Months
884,28,Young adults,Male,Sneakers,Footwear,37,3138.71,Pennsylvania,S,Gold,Fall,4.3,Yes,Venmo,Free Shipping,Yes,Yes,30,Bank Transfer,Monthly
885,67,Seniors ,Male,Skirt,Clothing,91,7719.53,Hawaii,L,Yellow,Winter,4.1,Yes,Venmo,Express,Yes,Yes,34,Bank Transfer,Weekly
886,41,adults,Male,Dress,Clothing,99,8398.17,Ohio,L,Purple,Fall,4.4,Yes,Credit Card,Free Shipping,Yes,Yes,49,Debit Card,Every 3 Months
887,19,Young adults,Male,Shorts,Clothing,54,4580.82,Utah,S,Brown,Summer,3.6,Yes,PayPal,Express,Yes,Yes,48,Bank Transfer,Monthly
888,70,Seniors ,Male,Handbag,Accessories,47,3987.01,Minnesota,L,Turquoise,Winter,3.3,Yes,Credit Card,2-Day Shipping,Yes,Yes,33,PayPal,Fortnightly
889,49,Middle-aged adults,Male,Scarf,Accessories,77,6531.91,New Hampshire,S,Gold,Spring,3.6,Yes,Venmo,Express,Yes,Yes,44,Cash,Annually
890,59,Middle-aged adults,Male,Belt,Accessories,84,7125.72,Arizona,S,Olive,Fall,2.8,Yes,Venmo,Free Shipping,Yes,Yes,50,Venmo,Weekly
891,52,Middle-aged adults,Male,Gloves,Accessories,51,4326.33,New York,S,Purple,Spring,4.3,Yes,Credit Card,2-Day Shipping,Yes,Yes,47,Credit Card,Monthly
892,20,Young adults,Male,Skirt,Clothing,26,2205.58,Pennsylvania,S,Lavender,Summer,3.9,Yes,Venmo,Store Pickup,Yes,Yes,24,PayPal,Every 3 Months
893,31,adults,Male,Shorts,Clothing,64,5429.12,New Mexico,L,Gray,Summer,2.7,Yes,Venmo,Free Shipping,Yes,Yes,43,Debit Card,Monthly
894,33,adults,Male,Backpack,Accessories,51,4326.33,Nebraska,M,Red,Spring,4.7,Yes,Debit Card,Express,Yes,Yes,14,Venmo,Monthly
895,44,adults,Male,Hoodie,Clothing,60,5089.8,Wyoming,L,Purple,Spring,3.8,Yes,Venmo,Free Shipping,Yes,Yes,3,Debit Card,Quarterly
896,40,adults,Male,Hat,Accessories,69,5853.27,Mississippi,XL,Olive,Spring,4.7,Yes,Debit Card,Next Day Air,Yes,Yes,33,Debit Card,Quarterly
897,69,Seniors ,Male,Jewelry,Accessories,29,2460.07,Arkansas,M,Lavender,Spring,4.7,Yes,Credit Card,Express,Yes,Yes,38,Cash,Fortnightly
898,29,Young adults,Male,Shirt,Clothing,91,7719.53,Illinois,M,Gray,Spring,3.4,Yes,PayPal,Express,Yes,Yes,46,Venmo,Weekly
899,54,Middle-aged adults,Male,Belt,Accessories,70,5938.1,Nevada,L,Red,Spring,3.5,Yes,Credit Card,2-Day Shipping,Yes,Yes,19,Bank Transfer,Every 3 Months
900,65,Seniors ,Male,Sweater,Clothing,58,4920.14,Rhode Island,M,Peach,Summer,4,Yes,Debit Card,Standard,Yes,Yes,20,PayPal,Annually
901,54,Middle-aged adults,Male,Hat,Accessories,98,8313.34,West Virginia,L,Gray,Fall,3.3,Yes,Cash,Free Shipping,Yes,Yes,42,Bank Transfer,Quarterly
902,60,Middle-aged adults,Male,Scarf,Accessories,68,5768.44,Missouri,L,Violet,Summer,4.7,Yes,Debit Card,2-Day Shipping,Yes,Yes,34,Cash,Monthly
903,43,adults,Male,Hat,Accessories,44,3732.52,Kentucky,M,Beige,Summer,2.8,Yes,Debit Card,Next Day Air,Yes,Yes,5,Cash,Monthly
904,44,adults,Male,Jacket,Outerwear,45,3817.35,Washington,M,Blue,Winter,3.3,Yes,Bank Transfer,Express,Yes,Yes,3,PayPal,Quarterly
905,69,Seniors ,Male,T-shirt,Clothing,99,8398.17,Alaska,L,Magenta,Spring,2.9,Yes,Credit Card,Free Shipping,Yes,Yes,46,PayPal,Every 3 Months
906,46,Middle-aged adults,Male,Dress,Clothing,68,5768.44,Mississippi,S,Cyan,Spring,2.8,Yes,Credit Card,Standard,Yes,Yes,16,Venmo,Annually
907,41,adults,Male,Pants,Clothing,56,4750.48,South Carolina,M,Red,Spring,4.2,Yes,Debit Card,Standard,Yes,Yes,21,Debit Card,Bi-Weekly
908,32,adults,Male,Sweater,Clothing,43,3647.69,Missouri,L,Cyan,Winter,4.4,Yes,PayPal,Express,Yes,Yes,34,Credit Card,Bi-Weekly
909,26,Young adults,Male,Sunglasses,Accessories,99,8398.17,New Jersey,M,Turquoise,Winter,3.6,Yes,Cash,Free Shipping,Yes,Yes,9,PayPal,Every 3 Months
910,61,Seniors ,Male,Belt,Accessories,56,4750.48,Louisiana,L,Silver,Fall,2.7,Yes,Debit Card,Express,Yes,Yes,36,PayPal,Weekly
911,49,Middle-aged adults,Male,Hoodie,Clothing,25,2120.75,South Carolina,S,Pink,Spring,3.4,Yes,Bank Transfer,Express,Yes,Yes,22,Credit Card,Monthly
912,53,Middle-aged adults,Male,Pants,Clothing,74,6277.42,Vermont,M,Black,Winter,2.8,Yes,Cash,2-Day Shipping,Yes,Yes,2,Bank Transfer,Quarterly
913,24,Young adults,Male,Hoodie,Clothing,56,4750.48,Arkansas,M,Green,Winter,3.4,Yes,Bank Transfer,Next Day Air,Yes,Yes,32,Bank Transfer,Monthly
914,37,adults,Male,Sneakers,Footwear,47,3987.01,Utah,M,Yellow,Fall,2.6,Yes,Bank Transfer,Next Day Air,Yes,Yes,29,Cash,Every 3 Months
915,43,adults,Male,Dress,Clothing,67,5683.61,Washington,L,Purple,Summer,4.1,Yes,PayPal,Standard,Yes,Yes,27,Venmo,Every 3 Months
916,31,adults,Male,Dress,Clothing,22,1866.26,Rhode Island,L,Purple,Winter,2.9,Yes,Debit Card,Store Pickup,Yes,Yes,33,Credit Card,Fortnightly
917,49,Middle-aged adults,Male,Jeans,Clothing,34,2884.22,Illinois,S,Blue,Spring,2.7,Yes,Cash,Standard,Yes,Yes,16,Venmo,Monthly
918,69,Seniors ,Male,Sweater,Clothing,64,5429.12,Missouri,M,Maroon,Spring,3.7,Yes,Debit Card,Standard,Yes,Yes,11,Bank Transfer,Quarterly
919,65,Seniors ,Male,Shorts,Clothing,42,3562.86,North Carolina,M,Orange,Spring,4.3,Yes,Cash,2-Day Shipping,Yes,Yes,11,Cash,Fortnightly
920,41,adults,Male,Shirt,Clothing,82,6956.06,Massachusetts,L,Green,Winter,2.6,Yes,PayPal,2-Day Shipping,Yes,Yes,17,Debit Card,Bi-Weekly
921,37,adults,Male,Belt,Accessories,81,6871.23,Arkansas,XL,Gold,Summer,4.3,Yes,Credit Card,Free Shipping,Yes,Yes,37,Cash,Weekly
922,70,Seniors ,Male,Coat,Outerwear,24,2035.92,South Dakota,L,Silver,Summer,4.1,Yes,Venmo,Express,Yes,Yes,18,PayPal,Weekly
923,63,Seniors ,Male,Sneakers,Footwear,60,5089.8,Georgia,M,Cyan,Fall,4.2,Yes,Venmo,Standard,Yes,Yes,13,Credit Card,Monthly
924,55,Middle-aged adults,Male,Shirt,Clothing,24,2035.92,Arkansas,M,Silver,Spring,4.2,Yes,PayPal,2-Day Shipping,Yes,Yes,7,PayPal,Weekly
925,52,Middle-aged adults,Male,Socks,Clothing,78,6616.74,Kansas,XL,Beige,Winter,3.1,Yes,Credit Card,Standard,Yes,Yes,37,Cash,Quarterly
926,22,Young adults,Male,Jeans,Clothing,88,7465.04,Arizona,L,Teal,Winter,4.9,Yes,Credit Card,Express,Yes,Yes,8,Cash,Monthly
927,54,Middle-aged adults,Male,Jeans,Clothing,63,5344.29,Massachusetts,XL,Green,Spring,4.4,Yes,PayPal,Express,Yes,Yes,11,Cash,Bi-Weekly
928,28,Young adults,Male,Sneakers,Footwear,78,6616.74,New Mexico,L,Black,Summer,4.4,Yes,Bank Transfer,Standard,Yes,Yes,8,Venmo,Bi-Weekly
929,67,Seniors ,Male,Dress,Clothing,37,3138.71,Arkansas,XL,Yellow,Winter,3.4,Yes,Bank Transfer,Store Pickup,Yes,Yes,31,Cash,Every 3 Months
930,59,Middle-aged adults,Male,Boots,Footwear,94,7974.02,Nebraska,M,White,Fall,4.5,Yes,Venmo,2-Day Shipping,Yes,Yes,26,Debit Card,Fortnightly
931,26,Young adults,Male,T-shirt,Clothing,78,6616.74,Hawaii,L,Green,Fall,4.5,Yes,Credit Card,Store Pickup,Yes,Yes,20,Credit Card,Bi-Weekly
932,24,Young adults,Male,Coat,Outerwear,36,3053.88,Nebraska,M,Silver,Winter,4.1,Yes,Cash,Standard,Yes,Yes,24,Bank Transfer,Fortnightly
933,62,Seniors ,Male,Skirt,Clothing,24,2035.92,Indiana,L,Blue,Winter,3.2,Yes,Venmo,Standard,Yes,Yes,45,Debit Card,Bi-Weekly
934,70,Seniors ,Male,Sneakers,Footwear,84,7125.72,Colorado,M,Magenta,Spring,2.7,Yes,Debit Card,Store Pickup,Yes,Yes,33,Debit Card,Monthly
935,45,adults,Male,Jeans,Clothing,47,3987.01,Oregon,S,Yellow,Spring,3.7,Yes,Bank Transfer,Express,Yes,Yes,21,Bank Transfer,Monthly
936,58,Middle-aged adults,Male,Hoodie,Clothing,51,4326.33,Ohio,L,White,Fall,2.6,Yes,Credit Card,Store Pickup,Yes,Yes,2,Bank Transfer,Fortnightly
937,31,adults,Male,Shoes,Footwear,84,7125.72,Maine,M,Pink,Summer,2.7,Yes,Debit Card,Free Shipping,Yes,Yes,28,Cash,Weekly
938,32,adults,Male,Shorts,Clothing,24,2035.92,Iowa,M,Magenta,Summer,2.7,Yes,Debit Card,Express,Yes,Yes,18,Venmo,Quarterly
939,36,adults,Male,Blouse,Clothing,97,8228.51,Wisconsin,S,Teal,Fall,4.8,Yes,Bank Transfer,Free Shipping,Yes,Yes,21,Debit Card,Fortnightly
940,25,Young adults,Male,T-shirt,Clothing,89,7549.87,New York,L,Indigo,Winter,4.8,Yes,Venmo,Next Day Air,Yes,Yes,24,Credit Card,Monthly
941,48,Middle-aged adults,Male,Belt,Accessories,44,3732.52,Colorado,S,Maroon,Spring,2.6,Yes,PayPal,Store Pickup,Yes,Yes,15,PayPal,Every 3 Months
942,39,adults,Male,Handbag,Accessories,35,2969.05,Illinois,L,Black,Winter,4.5,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,38,PayPal,Every 3 Months
943,26,Young adults,Male,Dress,Clothing,91,7719.53,Arizona,M,Cyan,Winter,3.2,Yes,Cash,Express,Yes,Yes,38,PayPal,Bi-Weekly
944,32,adults,Male,Hat,Accessories,63,5344.29,Oklahoma,L,Cyan,Winter,3.8,Yes,PayPal,Next Day Air,Yes,Yes,13,Venmo,Fortnightly
945,54,Middle-aged adults,Male,Belt,Accessories,97,8228.51,Indiana,S,Gray,Spring,4.8,Yes,Debit Card,Express,Yes,Yes,39,Cash,Bi-Weekly
946,38,adults,Male,Boots,Footwear,38,3223.54,Minnesota,M,Violet,Summer,4.1,Yes,Debit Card,Store Pickup,Yes,Yes,8,Venmo,Every 3 Months
947,46,Middle-aged adults,Male,Coat,Outerwear,24,2035.92,Pennsylvania,XL,Blue,Spring,2.8,Yes,PayPal,Next Day Air,Yes,Yes,4,PayPal,Quarterly
948,57,Middle-aged adults,Male,Blouse,Clothing,32,2714.56,Indiana,M,Charcoal,Winter,3.9,Yes,Cash,Store Pickup,Yes,Yes,6,Cash,Every 3 Months
949,49,Middle-aged adults,Male,Hat,Accessories,90,7634.7,Alabama,L,Olive,Summer,4.9,Yes,Venmo,Express,Yes,Yes,11,Venmo,Every 3 Months
950,33,adults,Male,Jeans,Clothing,36,3053.88,Montana,M,Olive,Summer,3.4,Yes,Cash,Standard,Yes,Yes,49,Venmo,Monthly
951,54,Middle-aged adults,Male,Backpack,Accessories,37,3138.71,New Mexico,XL,Turquoise,Winter,4.1,Yes,Cash,Free Shipping,Yes,Yes,30,PayPal,Quarterly
952,47,Middle-aged adults,Male,Dress,Clothing,51,4326.33,Alaska,M,Cyan,Summer,2.9,Yes,Venmo,Express,Yes,Yes,34,Bank Transfer,Monthly
953,36,adults,Male,Hat,Accessories,71,6022.93,Idaho,S,Red,Fall,3.1,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,28,PayPal,Monthly
954,68,Seniors ,Male,Sunglasses,Accessories,50,4241.5,Utah,S,Cyan,Spring,3.6,Yes,Credit Card,2-Day Shipping,Yes,Yes,36,Venmo,Quarterly
955,60,Middle-aged adults,Male,Hat,Accessories,74,6277.42,Louisiana,S,Turquoise,Fall,3.5,Yes,Venmo,Standard,Yes,Yes,18,Credit Card,Every 3 Months
956,55,Middle-aged adults,Male,Dress,Clothing,75,6362.25,Mississippi,L,Lavender,Summer,3.4,Yes,Venmo,Free Shipping,Yes,Yes,4,PayPal,Monthly
957,29,Young adults,Male,Shirt,Clothing,99,8398.17,Mississippi,XL,Cyan,Spring,2.9,Yes,Venmo,2-Day Shipping,Yes,Yes,42,Debit Card,Quarterly
958,38,adults,Male,Scarf,Accessories,23,1951.09,Indiana,XL,Violet,Spring,4.7,Yes,Bank Transfer,Store Pickup,Yes,Yes,11,Cash,Quarterly
959,70,Seniors ,Male,Sneakers,Footwear,53,4495.99,Washington,XL,Beige,Winter,4.4,Yes,Cash,Free Shipping,Yes,Yes,31,Credit Card,Bi-Weekly
960,36,adults,Male,Skirt,Clothing,99,8398.17,Nevada,M,Cyan,Spring,2.6,Yes,Cash,Standard,Yes,Yes,12,Cash,Fortnightly
961,18,children,Male,Jewelry,Accessories,48,4071.84,Louisiana,XL,Indigo,Spring,4.4,Yes,Debit Card,Standard,Yes,Yes,20,Venmo,Quarterly
962,62,Seniors ,Male,Boots,Footwear,72,6107.76,Pennsylvania,L,Olive,Fall,3.7,Yes,Venmo,Next Day Air,Yes,Yes,37,Debit Card,Quarterly
963,29,Young adults,Male,Sunglasses,Accessories,64,5429.12,Michigan,L,Green,Spring,4.4,Yes,Cash,Standard,Yes,Yes,26,Debit Card,Fortnightly
964,21,Young adults,Male,Boots,Footwear,63,5344.29,South Carolina,L,Green,Spring,2.5,Yes,Cash,2-Day Shipping,Yes,Yes,14,Credit Card,Weekly
965,42,adults,Male,Sandals,Footwear,51,4326.33,Arizona,M,Beige,Spring,2.6,Yes,Bank Transfer,Next Day Air,Yes,Yes,12,Venmo,Bi-Weekly
966,43,adults,Male,Boots,Footwear,55,4665.65,Delaware,L,Black,Spring,5,Yes,Debit Card,Store Pickup,Yes,Yes,10,Credit Card,Annually
967,58,Middle-aged adults,Male,Dress,Clothing,55,4665.65,Kentucky,M,Brown,Spring,4.9,Yes,Cash,Express,Yes,Yes,19,Cash,Annually
968,27,Young adults,Male,Hoodie,Clothing,26,2205.58,Georgia,S,Silver,Summer,3.7,Yes,Debit Card,Store Pickup,Yes,Yes,4,Cash,Weekly
969,57,Middle-aged adults,Male,Shorts,Clothing,67,5683.61,North Carolina,L,Gray,Summer,3.1,Yes,Debit Card,Next Day Air,Yes,Yes,48,Bank Transfer,Quarterly
970,40,adults,Male,Coat,Outerwear,31,2629.73,California,S,Pink,Fall,3.2,Yes,Debit Card,Express,Yes,Yes,37,PayPal,Monthly
971,45,adults,Male,Jeans,Clothing,66,5598.78,California,S,Maroon,Winter,4.4,Yes,PayPal,Free Shipping,Yes,Yes,4,Cash,Monthly
972,47,Middle-aged adults,Male,Sunglasses,Accessories,67,5683.61,Indiana,M,Cyan,Summer,4.3,Yes,Bank Transfer,Next Day Air,Yes,Yes,15,Credit Card,Weekly
973,61,Seniors ,Male,Sneakers,Footwear,61,5174.63,Colorado,L,Gold,Winter,3,Yes,Venmo,Standard,Yes,Yes,33,Credit Card,Weekly
974,60,Middle-aged adults,Male,Jacket,Outerwear,75,6362.25,Colorado,M,Teal,Fall,3.5,Yes,Venmo,2-Day Shipping,Yes,Yes,30,Bank Transfer,Quarterly
975,69,Seniors ,Male,Skirt,Clothing,90,7634.7,North Carolina,M,Beige,Spring,3.6,Yes,Credit Card,2-Day Shipping,Yes,Yes,23,Bank Transfer,Monthly
976,58,Middle-aged adults,Male,Sweater,Clothing,40,3393.2,Washington,M,Olive,Summer,3.8,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,2,Bank Transfer,Weekly
977,34,adults,Male,T-shirt,Clothing,90,7634.7,Florida,M,Gray,Fall,3.6,Yes,PayPal,Express,Yes,Yes,50,Credit Card,Every 3 Months
978,20,Young adults,Male,Belt,Accessories,20,1696.6,Washington,M,Black,Spring,4.6,Yes,Credit Card,Express,Yes,Yes,34,Cash,Bi-Weekly
979,56,Middle-aged adults,Male,Gloves,Accessories,40,3393.2,Colorado,M,Turquoise,Summer,2.5,Yes,Cash,Standard,Yes,Yes,33,Credit Card,Weekly
980,64,Seniors ,Male,Hat,Accessories,33,2799.39,New Hampshire,S,Brown,Fall,3.5,Yes,Venmo,Store Pickup,Yes,Yes,34,Debit Card,Monthly
981,56,Middle-aged adults,Male,Boots,Footwear,98,8313.34,Maryland,S,Magenta,Spring,4,Yes,Bank Transfer,Free Shipping,Yes,Yes,39,PayPal,Every 3 Months
982,27,Young adults,Male,Belt,Accessories,42,3562.86,Maryland,M,Silver,Spring,3.5,Yes,Debit Card,Next Day Air,Yes,Yes,47,Credit Card,Quarterly
983,35,adults,Male,Coat,Outerwear,62,5259.46,Texas,S,Red,Summer,3.2,Yes,Venmo,Standard,Yes,Yes,37,PayPal,Monthly
984,24,Young adults,Male,Hat,Accessories,45,3817.35,New Mexico,L,Indigo,Winter,3.5,Yes,Credit Card,Free Shipping,Yes,Yes,40,Venmo,Bi-Weekly
985,26,Young adults,Male,Shoes,Footwear,78,6616.74,Utah,M,Green,Summer,3.4,Yes,Cash,Free Shipping,Yes,Yes,8,Credit Card,Bi-Weekly
986,32,adults,Male,Handbag,Accessories,80,6786.4,West Virginia,M,Gray,Fall,5,Yes,Credit Card,Express,Yes,Yes,12,Bank Transfer,Annually
987,54,Middle-aged adults,Male,Scarf,Accessories,96,8143.68,Connecticut,S,Peach,Spring,4.5,Yes,Credit Card,Store Pickup,Yes,Yes,36,Bank Transfer,Monthly
988,62,Seniors ,Male,Handbag,Accessories,47,3987.01,West Virginia,M,Charcoal,Summer,2.8,Yes,PayPal,Express,Yes,Yes,48,PayPal,Weekly
989,50,Middle-aged adults,Male,Pants,Clothing,84,7125.72,Ohio,M,Orange,Winter,4.9,Yes,Venmo,2-Day Shipping,Yes,Yes,47,PayPal,Fortnightly
990,70,Seniors ,Male,Shoes,Footwear,31,2629.73,Texas,M,Beige,Spring,3.1,Yes,Bank Transfer,Store Pickup,Yes,Yes,2,Bank Transfer,Monthly
991,48,Middle-aged adults,Male,Sunglasses,Accessories,63,5344.29,Washington,S,Yellow,Spring,4.8,Yes,PayPal,Store Pickup,Yes,Yes,24,Cash,Weekly
992,20,Young adults,Male,Shorts,Clothing,97,8228.51,Wisconsin,XL,White,Spring,2.7,Yes,Debit Card,Standard,Yes,Yes,40,Bank Transfer,Bi-Weekly
993,46,Middle-aged adults,Male,Jacket,Outerwear,99,8398.17,Louisiana,M,Gray,Winter,4.6,Yes,Credit Card,Express,Yes,Yes,50,Debit Card,Weekly
994,51,Middle-aged adults,Male,Sandals,Footwear,90,7634.7,Iowa,M,Peach,Winter,4.4,Yes,Cash,Store Pickup,Yes,Yes,25,Cash,Weekly
995,53,Middle-aged adults,Male,Shoes,Footwear,68,5768.44,New York,L,Violet,Fall,3.2,Yes,PayPal,Express,Yes,Yes,20,Debit Card,Monthly
996,44,adults,Male,Jewelry,Accessories,80,6786.4,Idaho,M,Magenta,Spring,3,Yes,Venmo,2-Day Shipping,Yes,Yes,10,Venmo,Weekly
997,29,Young adults,Male,Sandals,Footwear,91,7719.53,Delaware,L,Maroon,Summer,4.9,Yes,Bank Transfer,Standard,Yes,Yes,32,Bank Transfer,Quarterly
998,64,Seniors ,Male,Pants,Clothing,30,2544.9,Kentucky,M,Cyan,Spring,3.6,Yes,Debit Card,Express,Yes,Yes,31,Cash,Fortnightly
999,51,Middle-aged adults,Male,Shoes,Footwear,90,7634.7,Connecticut,M,White,Spring,3.8,Yes,Venmo,Next Day Air,Yes,Yes,48,Bank Transfer,Bi-Weekly
1000,50,Middle-aged adults,Male,Socks,Clothing,28,2375.24,New Mexico,L,Brown,Spring,2.9,Yes,Venmo,Standard,Yes,Yes,23,Debit Card,Monthly
1001,43,adults,Male,Socks,Clothing,46,3902.18,Georgia,M,Red,Winter,3.9,Yes,Credit Card,Express,Yes,Yes,1,Bank Transfer,Bi-Weekly
1002,61,Seniors ,Male,Dress,Clothing,60,5089.8,Washington,M,Orange,Fall,3.6,Yes,Credit Card,Standard,Yes,Yes,4,Debit Card,Fortnightly
1003,55,Middle-aged adults,Male,Shoes,Footwear,59,5004.97,North Dakota,M,White,Spring,3.5,Yes,Credit Card,Store Pickup,Yes,Yes,3,Bank Transfer,Bi-Weekly
1004,56,Middle-aged adults,Male,Hat,Accessories,68,5768.44,Ohio,M,Green,Fall,4,Yes,Cash,Store Pickup,Yes,Yes,3,Cash,Bi-Weekly
1005,33,adults,Male,Backpack,Accessories,79,6701.57,Tennessee,M,Black,Summer,4.8,Yes,Cash,2-Day Shipping,Yes,Yes,44,Cash,Annually
1006,43,adults,Male,Backpack,Accessories,94,7974.02,New York,M,Gold,Winter,3.9,Yes,Credit Card,Store Pickup,Yes,Yes,5,Debit Card,Bi-Weekly
1007,21,Young adults,Male,Pants,Clothing,83,7040.89,Michigan,S,Lavender,Summer,4.5,Yes,Credit Card,Next Day Air,Yes,Yes,50,Venmo,Quarterly
1008,58,Middle-aged adults,Male,Gloves,Accessories,62,5259.46,Georgia,XL,Turquoise,Spring,4.8,Yes,Venmo,Standard,Yes,Yes,2,Credit Card,Annually
1009,41,adults,Male,Scarf,Accessories,85,7210.55,New Mexico,M,Pink,Spring,2.6,Yes,Cash,Store Pickup,Yes,Yes,29,PayPal,Annually
1010,39,adults,Male,Hoodie,Clothing,30,2544.9,Louisiana,M,Silver,Summer,3.1,Yes,Bank Transfer,Express,Yes,Yes,11,Venmo,Annually
1011,54,Middle-aged adults,Male,Jeans,Clothing,24,2035.92,South Dakota,XL,Gray,Spring,4.7,Yes,PayPal,2-Day Shipping,Yes,Yes,37,Credit Card,Fortnightly
1012,43,adults,Male,Backpack,Accessories,25,2120.75,Montana,L,Indigo,Spring,2.9,Yes,PayPal,Next Day Air,Yes,Yes,32,Debit Card,Fortnightly
